ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
8279-1763-6402,8279,Level 1 - Use of Force,2015-11-08T10:00:00,W,K,K2,1763,6402,Asian,Male
8281-1692-6402,8281,Level 1 - Use of Force,2015-11-08T10:21:00,W,K,K2,1692,6402,Asian,Male
8287-671-6402,8287,Level 1 - Use of Force,2015-11-08T09:42:00,W,K,K2,671,6402,Asian,Male
8289-1698-6402,8289,Level 1 - Use of Force,2015-11-08T09:58:00,W,K,K2,1698,6402,Asian,Male
8472-1812-6479,8472,Level 1 - Use of Force,2015-11-13T23:24:00,E,E,E1,1812,6479,American Indian/Alaska Native,Male
8192-1681-6353,8192,Level 1 - Use of Force,2015-11-01T02:05:00,E,E,E2,1681,6353,,Male
8403-1266-1747,8403,Level 1 - Use of Force,2015-11-11T03:40:00,SW,W,W3,1266,1747,White,Male
8455-102-6454,8455,Level 1 - Use of Force,2015-11-13T02:09:00,W,D,D3,102,6454,White,Male
8473-2126-6480,8473,Level 1 - Use of Force,2015-11-15T04:30:00,SW,F,F1,2126,6480,White,Female
8551-541-6514,8551,Level 1 - Use of Force,2015-11-18T14:00:00,E,G,G1,541,6514,White,Female
8262-1762-2820,8262,Level 1 - Use of Force,2015-11-05T22:31:00,E,E,E1,1762,2820,White,Male
8277-1803-6402,8277,Level 1 - Use of Force,2015-11-08T09:41:00,W,K,K2,1803,6402,Asian,Male
12487-1794-5682,12487,Level 1 - Use of Force,2016-08-28T21:30:00,W,Q,Q3,1794,5682,Black or African American,Male
8602-1473-6563,8602,Level 1 - Use of Force,2015-11-24T00:54:00,W,Q,Q3,1473,6563,White,Male
8603-456-6563,8603,Level 1 - Use of Force,2015-11-24T00:54:00,W,Q,Q3,456,6563,White,Male
28633-2447-16909,28633,Level 1 - Use of Force,2018-06-14T17:00:00,E,C,C1,2447,16909,Black or African American,Male
7079-1622-5542,7079,Level 2 - Use of Force,2015-08-25T22:25:00,E,E,E2,1622,5542,White,Male
8426-1231-6445,8426,Level 2 - Use of Force,2015-11-12T06:00:00,X,X,XX,1231,6445,Black or African American,Female
8425-1120-6445,8425,Level 2 - Use of Force,2015-11-12T06:00:00,X,X,XX,1120,6445,Black or African American,Female
7917-1538-6138,7917,Level 2 - Use of Force,2015-10-08T23:54:00,N,B,B2,1538,6138,White,Male
7911-1781-6138,7911,Level 2 - Use of Force,2015-10-09T01:00:00,N,B,B2,1781,6138,White,Male
8217-1074-6364,8217,Level 1 - Use of Force,2015-11-02T18:39:00,S,R,R1,1074,6364,Black or African American,Male
8217-1074-6365,8217,Level 1 - Use of Force,2015-11-02T18:39:00,S,R,R1,1074,6365,Black or African American,Male
8222-1134-6364,8222,Level 1 - Use of Force,2015-11-02T16:43:00,S,R,R1,1134,6364,Black or African American,Male
8270-1547-6425,8270,Level 2 - Use of Force,2015-11-07T23:21:00,SW,W,W2,1547,6425,,Male
8230-806-6364,8230,Level 1 - Use of Force,2015-11-02T16:45:00,S,R,R1,806,6364,Black or African American,Male
8230-806-6365,8230,Level 1 - Use of Force,2015-11-02T16:45:00,S,R,R1,806,6365,Black or African American,Male
8487-1164-6499,8487,Level 1 - Use of Force,2015-11-16T20:57:00,W,M,M1,1164,6499,Asian,Male
8598-1883-6560,8598,Level 1 - Use of Force,2015-11-23T18:49:00,S,S,S2,1883,6560,Black or African American,Female
8454-1570-6453,8454,Level 1 - Use of Force,2015-11-12T23:38:00,E,C,C1,1570,6453,White,Male
674-1199-689,674,Level 1 - Use of Force,2014-07-29T14:30:00,S,S,S1,1199,689,White,Male
3213-645-2854,3213,Level 1 - Use of Force,2015-01-06T11:15:00,N,U,U2,645,2854,Black or African American,Female
31265-1061-17390,31265,Level 1 - Use of Force,2018-07-31T14:45:00,N,U,U2,1061,17390,White,Female
2542-1554-2285,2542,Level 2 - Use of Force,2014-11-20T06:05:00,X,X,XX,1554,2285,Black or African American,Male
8634-1788-6607,8634,Level 1 - Use of Force,2015-11-27T18:22:00,X,X,XX,1788,6607,Black or African American,Female
7584-1642-5783,7584,Level 1 - Use of Force,2015-09-15T17:40:00,N,U,U2,1642,5783,Black or African American,Male
8149-898-3576,8149,Level 1 - Use of Force,2015-10-20T15:40:00,N,U,U2,898,3576,,Male
8615-1559-6589,8615,Level 1 - Use of Force,2015-11-24T21:29:00,N,B,B2,1559,6589,White,Male
15167-1584-12196,15167,Level 1 - Use of Force,2017-04-08T20:05:00,W,K,K2,1584,12196,White,Male
15165-1254-12196,15165,Level 2 - Use of Force,2017-04-08T20:05:00,W,K,K2,1254,12196,White,Male
15166-303-12196,15166,Level 1 - Use of Force,2017-04-08T20:05:00,W,K,K2,303,12196,White,Male
9281-2127-7080,9281,Level 1 - Use of Force,2016-01-11T13:03:00,E,G,G1,2127,7080,White,Male
8576-1762-1055,8576,Level 1 - Use of Force,2015-11-21T22:35:00,E,E,E2,1762,1055,Black or African American,Male
8576-1762-6532,8576,Level 1 - Use of Force,2015-11-21T22:35:00,E,E,E2,1762,6532,Black or African American,Male
8578-1735-6534,8578,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1735,6534,Black or African American,Female
8613-1789-737,8613,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1789,737,Black or African American,Male
8613-1789-6583,8613,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1789,6583,Black or African American,Male
8613-1789-6586,8613,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1789,6586,Black or African American,Male
8613-1789-6587,8613,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1789,6587,Black or African American,Male
8613-1789-6588,8613,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1789,6588,Black or African American,Male
8612-1771-6580,8612,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1771,6580,Black or African American,Male
8612-1771-6581,8612,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1771,6581,Black or African American,Male
8612-1771-6582,8612,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1771,6582,Black or African American,Male
8612-1771-6584,8612,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1771,6584,Black or African American,Male
8612-1771-6585,8612,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1771,6585,Black or African American,Male
8614-1807-6575,8614,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1807,6575,Black or African American,Male
8614-1807-6576,8614,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1807,6576,Black or African American,Male
8614-1807-6577,8614,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1807,6577,Black or African American,Male
8614-1807-6578,8614,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1807,6578,Black or African American,Male
8614-1807-6579,8614,Level 1 - Use of Force,2015-11-22T01:04:00,E,E,E2,1807,6579,Black or African American,Male
8241-1750-6381,8241,Level 1 - Use of Force,2015-11-04T21:30:00,W,K,K2,1750,6381,Black or African American,Male
24739-1211-2443,24739,Level 1 - Use of Force,2018-04-20T22:00:00,N,L,L3,1211,2443,White,Female
18278-2156-14414,18278,Level 1 - Use of Force,2017-11-16T18:01:00,N,L,L3,2156,14414,White,Female
18279-2229-14414,18279,Level 1 - Use of Force,2017-11-16T18:30:00,N,L,L3,2229,14414,White,Female
24458-2320-16228,24458,Level 2 - Use of Force,2018-04-17T16:09:00,W,M,M1,2320,16228,Black or African American,Female
8185-1443-6342,8185,Level 2 - Use of Force,2015-10-31T14:30:00,E,E,E1,1443,6342,White,Male
8184-1884-6342,8184,Level 2 - Use of Force,2015-10-31T14:38:00,E,E,E1,1884,6342,White,Male
8186-1874-6342,8186,Level 2 - Use of Force,2015-10-31T14:33:00,E,E,E1,1874,6342,White,Male
8691-932-6668,8691,Level 1 - Use of Force,2015-12-02T04:00:00,N,L,L1,932,6668,Hispanic or Latino,Male
8180-1871-6339,8180,Level 1 - Use of Force,2015-10-29T01:58:00,N,U,U1,1871,6339,White,Male
8260-1153-6392,8260,Level 2 - Use of Force,2015-11-06T14:20:00,W,D,D2,1153,6392,White,Male
8562-1538-6440,8562,Level 1 - Use of Force,2015-11-11T20:04:00,N,L,L1,1538,6440,Black or African American,Male
8419-1624-6440,8419,Level 1 - Use of Force,2015-11-11T21:32:00,N,L,L1,1624,6440,Black or African American,Male
8418-1583-6440,8418,Level 1 - Use of Force,2015-11-11T21:33:00,N,L,L1,1583,6440,Black or African American,Male
8416-1108-6440,8416,Level 1 - Use of Force,2015-11-11T21:33:00,N,L,L1,1108,6440,Black or African American,Male
8559-1640-6521,8559,Level 1 - Use of Force,2015-11-19T21:43:00,X,X,XX,1640,6521,Asian,Male
8560-1171-6521,8560,Level 1 - Use of Force,2015-11-19T22:00:00,X,X,XX,1171,6521,Asian,Male
8550-1730-586,8550,Level 1 - Use of Force,2015-11-18T12:04:00,W,K,K3,1730,586,Black or African American,Male
8549-1733-586,8549,Level 1 - Use of Force,2015-11-18T12:04:00,W,K,K3,1733,586,Black or African American,Male
8542-1769-586,8542,Level 1 - Use of Force,2015-11-18T12:00:00,W,K,K3,1769,586,Black or African American,Male
8599-1559-6561,8599,Level 1 - Use of Force,2015-11-23T01:29:00,N,N,N2,1559,6561,American Indian/Alaska Native,Female
8592-1815-6558,8592,Level 1 - Use of Force,2015-11-23T16:25:00,E,E,E2,1815,6558,White,Male
8593-2108-6558,8593,Level 1 - Use of Force,2015-11-23T16:25:00,E,E,E2,2108,6558,White,Male
8629-1465-6597,8629,Level 1 - Use of Force,2015-11-26T11:27:00,E,E,E3,1465,6597,White,Female
8628-1741-6597,8628,Level 1 - Use of Force,2015-11-26T11:27:00,E,E,E3,1741,6597,White,Female
8630-2108-1850,8630,Level 1 - Use of Force,2015-11-26T12:46:00,E,E,E1,2108,1850,White,Male
8640-1735-6609,8640,Level 1 - Use of Force,2015-11-28T05:00:00,E,E,E1,1735,6609,Nat Hawaiian/Oth Pac Islander,Male
8659-1781-6643,8659,Level 1 - Use of Force,2015-11-30T23:45:00,N,L,L2,1781,6643,Black or African American,Male
13953-1067-11469,13953,Level 1 - Use of Force,2017-01-01T14:21:00,N,L,L2,1067,11469,Black or African American,Male
9052-1886-6934,9052,Level 1 - Use of Force,2015-12-26T07:35:00,N,L,L2,1886,6934,Asian,Female
9142-1223-7001,9142,Level 1 - Use of Force,2016-01-02T06:00:00,N,L,L2,1223,7001,Black or African American,Male
9144-2132-7005,9144,Level 1 - Use of Force,2016-01-01T00:40:00,N,L,L2,2132,7005,White,Male
13945-2133-11469,13945,Level 2 - Use of Force,2017-01-01T14:31:00,N,L,L2,2133,11469,Black or African American,Male
8624-1258-6594,8624,Level 1 - Use of Force,2015-11-24T14:02:00,SW,W,W1,1258,6594,White,Male
8749-1627-6701,8749,Level 1 - Use of Force,2015-12-05T02:21:00,S,R,R3,1627,6701,Black or African American,Male
8238-545-6221,8238,Level 2 - Use of Force,2015-11-04T15:40:00,N,B,B2,545,6221,White,Male
8240-1826-6221,8240,Level 2 - Use of Force,2015-11-04T15:38:00,N,B,B2,1826,6221,White,Male
8657-1889-6640,8657,Level 1 - Use of Force,2015-11-25T23:24:00,N,U,U3,1889,6640,,Male
8715-1883-6679,8715,Level 1 - Use of Force,2015-12-02T19:45:00,N,L,L2,1883,6679,American Indian/Alaska Native,Female
8400-1697-6424,8400,Level 1 - Use of Force,2015-11-10T20:10:00,W,D,D1,1697,6424,,Male
8681-1820-6655,8681,Level 1 - Use of Force,2015-12-01T13:39:00,W,K,K1,1820,6655,Black or African American,Male
8682-2105-6656,8682,Level 1 - Use of Force,2015-12-01T20:45:00,W,Q,Q3,2105,6656,White,Male
8575-1779-6530,8575,Level 2 - Use of Force,2015-11-21T00:42:00,W,M,M1,1779,6530,White,Male
8155-1583-6319,8155,Level 1 - Use of Force,2015-10-29T04:30:00,N,B,B3,1583,6319,White,Female
8266-1769-6395,8266,Level 2 - Use of Force,2015-11-07T15:17:00,W,K,K3,1769,6395,White,Male
8265-1820-6395,8265,Level 2 - Use of Force,2015-11-07T15:20:00,W,K,K3,1820,6395,White,Male
8264-1733-6395,8264,Level 2 - Use of Force,2015-11-07T15:18:00,W,K,K3,1733,6395,White,Male
8267-1730-6395,8267,Level 1 - Use of Force,2015-11-07T15:15:00,W,K,K3,1730,6395,White,Male
8712-1042-6416,8712,Level 1 - Use of Force,2015-12-02T15:45:00,W,M,M3,1042,6416,Black or African American,Male
8743-1765-6699,8743,Level 1 - Use of Force,2015-12-04T23:45:00,W,D,D2,1765,6699,Black or African American,Male
8742-1594-6699,8742,Level 1 - Use of Force,2015-12-04T23:37:00,W,D,D2,1594,6699,Black or African American,Male
8741-1539-6699,8741,Level 1 - Use of Force,2015-12-04T23:44:00,W,D,D2,1539,6699,Black or African American,Male
8744-2124-6700,8744,Level 1 - Use of Force,2015-12-05T04:30:00,W,D,D2,2124,6700,Black or African American,Male
8751-234-6703,8751,Level 1 - Use of Force,2015-12-05T19:32:00,W,D,D2,234,6703,White,Male
8452-1687-6452,8452,Level 1 - Use of Force,2015-11-12T17:18:00,N,J,J1,1687,6452,Black or African American,Male
8683-1807-6657,8683,Level 1 - Use of Force,2015-12-01T20:36:00,S,R,R2,1807,6657,White,Male
8723-1162-6684,8723,Level 1 - Use of Force,2015-12-03T10:56:00,SW,W,W3,1162,6684,Black or African American,Male
8755-1830-6706,8755,Level 1 - Use of Force,2015-12-06T02:19:00,X,X,XX,1830,6706,Asian,Male
8466-1873-6468,8466,Level 1 - Use of Force,2015-11-13T21:24:00,N,B,B1,1873,6468,White,Male
8724-671-6684,8724,Level 1 - Use of Force,2015-12-03T11:00:00,SW,W,W3,671,6684,Black or African American,Male
606-1711-586,606,Level 2 - Use of Force,2014-07-23T15:15:00,E,G,G3,1711,586,Black or African American,Male
15596-2231-12431,15596,Level 1 - Use of Force,2017-05-09T13:11:00,E,G,G3,2231,12431,Black or African American,Male
8756-1715-6707,8756,Level 1 - Use of Force,2015-12-06T04:05:00,E,C,C1,1715,6707,White,Male
8707-1610-6673,8707,Level 1 - Use of Force,2015-12-01T18:00:00,W,Q,Q2,1610,6673,White,Male
8563-1473-3101,8563,Level 1 - Use of Force,2015-11-19T23:30:00,W,K,K1,1473,3101,Hispanic or Latino,Female
8561-456-3101,8561,Level 1 - Use of Force,2015-11-19T23:30:00,W,K,K1,456,3101,Hispanic or Latino,Female
8595-1889-6559,8595,Level 1 - Use of Force,2015-11-23T01:00:00,N,L,L3,1889,6559,White,Female
8649-1765-6627,8649,Level 1 - Use of Force,2015-11-30T02:50:00,W,D,D2,1765,6627,White,Female
8881-1865-6770,8881,Level 1 - Use of Force,2015-12-11T01:05:00,N,N,N1,1865,6770,White,Female
8893-1870-6784,8893,Level 1 - Use of Force,2015-12-13T20:00:00,N,B,B2,1870,6784,Hispanic or Latino,Male
8713-1750-6676,8713,Level 2 - Use of Force,2015-12-02T14:46:00,W,M,M2,1750,6676,Black or African American,Male
8714-1760-6676,8714,Level 2 - Use of Force,2015-12-02T14:46:00,W,M,M2,1760,6676,Black or African American,Male
8876-1602-6767,8876,Level 2 - Use of Force,2015-12-11T13:10:00,S,S,S2,1602,6767,Black or African American,Male
8877-1257-6767,8877,Level 2 - Use of Force,2015-12-11T13:10:00,S,S,S2,1257,6767,Black or African American,Male
8817-646-6733,8817,Level 2 - Use of Force,2015-12-08T08:15:00,X,X,XX,646,6733,Asian,Male
8817-646-6797,8817,Level 2 - Use of Force,2015-12-08T08:15:00,X,X,XX,646,6797,Asian,Male
8818-165-6733,8818,Level 1 - Use of Force,2015-12-08T08:15:00,X,X,XX,165,6733,Asian,Male
8648-186-6611,8648,Level 1 - Use of Force,2015-11-28T15:19:00,W,M,M2,186,6611,Black or African American,Female
8642-944-6611,8642,Level 1 - Use of Force,2015-01-28T15:30:00,W,M,M2,944,6611,Black or African American,Female
8645-1748-6306,8645,Level 2 - Use of Force,2015-11-27T12:00:00,W,Q,Q2,1748,6306,American Indian/Alaska Native,Male
8792-1765-6721,8792,Level 1 - Use of Force,2015-12-06T18:51:00,W,K,K3,1765,6721,Black or African American,Male
8786-1473-6721,8786,Level 1 - Use of Force,2015-12-06T18:54:00,W,K,K3,1473,6721,Black or African American,Male
8797-1775-3669,8797,Level 1 - Use of Force,2015-12-06T18:51:00,W,K,K3,1775,3669,Black or African American,Female
16068-2343-12726,16068,Level 1 - Use of Force,2017-06-17T00:20:00,S,S,S1,2343,12726,White,Male
16024-2301-12692,16024,Level 1 - Use of Force,2017-06-12T21:43:00,S,S,S1,2301,12692,Black or African American,Male
16099-1602-12777,16099,Level 1 - Use of Force,2017-06-18T02:00:00,S,S,S1,1602,12777,White,Male
16175-2344-12839,16175,Level 1 - Use of Force,2017-06-19T16:30:00,S,S,S1,2344,12839,White,Male
25296-1150-16358,25296,Level 1 - Use of Force,2018-04-30T03:05:00,S,S,S1,1150,16358,Black or African American,Male
15808-2381-12560,15808,Level 1 - Use of Force,2017-05-27T22:40:00,S,S,S1,2381,12560,,Male
19359-2417-15248,19359,Level 1 - Use of Force,2018-01-26T03:00:00,S,S,S1,2417,15248,,Male
22744-1621-15942,22744,Level 1 - Use of Force,2018-03-22T21:00:00,S,S,S1,1621,15942,,Female
23126-1809-16021,23126,Level 1 - Use of Force,2018-03-29T03:30:00,S,S,S1,1809,16021,,Male
23626-1783-16098,23626,Level 1 - Use of Force,2018-04-04T07:38:00,S,S,S1,1783,16098,Black or African American,Male
23637-2445-16100,23637,Level 1 - Use of Force,2018-04-05T05:45:00,S,S,S1,2445,16100,White,Female
16931-1777-13536,16931,Level 1 - Use of Force,2017-08-18T07:50:00,S,S,S1,1777,13536,Hispanic or Latino,Male
21017-2450-15646,21017,Level 1 - Use of Force,2018-02-24T16:00:00,S,S,S1,2450,15646,White,Female
19212-1749-15185,19212,Level 1 - Use of Force,2018-01-18T21:30:00,S,S,S1,1749,15185,Black or African American,Male
19216-2187-15185,19216,Level 1 - Use of Force,2018-01-18T21:30:00,S,S,S1,2187,15185,Black or African American,Male
15193-881-12211,15193,Level 1 - Use of Force,2017-04-10T00:01:00,S,S,S1,881,12211,,Male
18111-2405-14346,18111,Level 1 - Use of Force,2017-11-06T20:55:00,S,S,S1,2405,14346,,Female
15483-2317-12368,15483,Level 1 - Use of Force,2017-04-29T09:30:00,S,S,S1,2317,12368,Black or African American,Female
14313-1825-11686,14313,Level 1 - Use of Force,2017-01-30T19:30:00,S,S,S1,1825,11686,Black or African American,Male
15060-2164-12139,15060,Level 1 - Use of Force,2017-04-01T14:15:00,S,S,S1,2164,12139,,Female
18898-1661-14928,18898,Level 1 - Use of Force,2017-12-29T01:45:00,S,S,S1,1661,14928,Black or African American,Male
18921-2342-14940,18921,Level 1 - Use of Force,2017-12-31T03:00:00,S,S,S1,2342,14940,Black or African American,Male
29025-1235-16986,29025,Level 1 - Use of Force,2018-06-24T04:50:00,S,S,S1,1235,16986,Black or African American,Male
16364-1576-12984,16364,Level 1 - Use of Force,2017-07-08T22:00:00,S,S,S1,1576,12984,White,Male
13192-1254-10979,13192,Level 1 - Use of Force,2016-10-25T03:30:00,S,S,S1,1254,10979,Black or African American,Male
17911-2314-14182,17911,Level 1 - Use of Force,2017-10-22T21:45:00,S,S,S1,2314,14182,,Male
14141-2134-8052,14141,Level 1 - Use of Force,2017-01-17T20:00:00,S,S,S1,2134,8052,,Female
10662-1796-8179,10662,Level 1 - Use of Force,2016-04-28T03:48:00,S,S,S1,1796,8179,,Female
13465-2152-11143,13465,Level 1 - Use of Force,2016-11-16T19:30:00,S,S,S1,2152,11143,,Male
17190-1692-13781,17190,Level 1 - Use of Force,2017-09-05T12:15:00,S,S,S1,1692,13781,Black or African American,Male
17389-1591-13896,17389,Level 1 - Use of Force,2017-09-17T19:39:00,S,S,S1,1591,13896,Black or African American,Female
9125-2122-6981,9125,Level 1 - Use of Force,2015-12-31T03:07:00,S,S,S1,2122,6981,,Male
10080-1668-7691,10080,Level 1 - Use of Force,2016-03-05T04:45:00,S,S,S1,1668,7691,Nat Hawaiian/Oth Pac Islander,Male
10088-1894-7700,10088,Level 1 - Use of Force,2016-03-06T04:40:00,S,S,S1,1894,7700,Black or African American,Male
16973-1227-7941,16973,Level 1 - Use of Force,2017-08-21T21:30:00,S,S,S1,1227,7941,White,Male
15176-334-3895,15176,Level 2 - Use of Force,2017-04-10T01:00:00,S,S,S1,334,3895,Black or African American,Male
24200-1831-4101,24200,Level 1 - Use of Force,2018-04-14T09:20:00,S,S,S1,1831,4101,White,Male
15697-1254-6598,15697,Level 2 - Use of Force,2017-05-18T23:59:00,S,S,S1,1254,6598,Black or African American,Male
8213-1655-6361,8213,Level 1 - Use of Force,2015-11-02T15:40:00,X,X,XX,1655,6361,Hispanic or Latino,Male
8590-701-6554,8590,Level 1 - Use of Force,2015-01-23T13:50:00,N,N,N3,701,6554,Black or African American,Male
8591-292-6556,8591,Level 1 - Use of Force,2015-11-23T13:36:00,N,N,N3,292,6556,Black or African American,Male
8750-456-6702,8750,Level 1 - Use of Force,2015-12-05T23:09:00,W,K,K3,456,6702,Black or African American,Male
8753-1750-6704,8753,Level 1 - Use of Force,2015-12-06T01:45:00,W,K,K1,1750,6704,White,Female
8686-2144-6658,8686,Level 1 - Use of Force,2015-12-01T23:27:00,S,S,S1,2144,6658,White,Male
8687-1830-6658,8687,Level 1 - Use of Force,2015-12-02T23:27:00,S,S,S1,1830,6658,White,Male
8687-1830-6659,8687,Level 1 - Use of Force,2015-12-02T23:27:00,S,S,S1,1830,6659,White,Female
8684-1709-6658,8684,Level 1 - Use of Force,2015-12-01T23:35:00,S,S,S1,1709,6658,White,Male
8685-1575-6658,8685,Level 1 - Use of Force,2015-12-01T23:27:00,S,S,S1,1575,6658,White,Male
4316-1167-1347,4316,Level 2 - Use of Force,2015-03-23T03:07:00,SW,W,W3,1167,1347,Hispanic or Latino,Male
4317-1167-3801,4317,Level 1 - Use of Force,2015-03-23T03:07:00,SW,W,W3,1167,3801,White,Male
8239-1810-6221,8239,Level 2 - Use of Force,2015-11-04T15:38:00,N,B,B2,1810,6221,White,Male
8861-710-6754,8861,Level 1 - Use of Force,2015-12-10T18:50:00,X,X,XX,710,6754,Black or African American,Male
8862-704-6754,8862,Level 1 - Use of Force,2015-12-10T18:50:00,X,X,XX,704,6754,Black or African American,Male
8694-1044-6668,8694,Level 1 - Use of Force,2015-12-02T06:00:00,N,L,L1,1044,6668,Hispanic or Latino,Male
8801-1473-6724,8801,Level 1 - Use of Force,2015-12-07T00:40:00,W,K,K3,1473,6724,White,Female
8731-1658-6691,8731,Level 1 - Use of Force,2015-12-03T13:45:00,N,B,B2,1658,6691,White,Female
8733-1562-6691,8733,Level 1 - Use of Force,2015-12-03T13:45:00,N,B,B2,1562,6691,White,Female
8911-1779-6330,8911,Level 1 - Use of Force,2015-12-15T00:34:00,W,D,D3,1779,6330,White,Male
8912-1786-6330,8912,Level 1 - Use of Force,2015-12-15T00:34:00,W,D,D3,1786,6330,White,Male
8908-1110-6796,8908,Level 1 - Use of Force,2015-12-14T20:06:00,X,X,XX,1110,6796,Hispanic or Latino,Male
8485-1775-6500,8485,Level 2 - Use of Force,2015-11-16T21:32:00,W,D,D1,1775,6500,Black or African American,Male
8486-1041-6500,8486,Level 2 - Use of Force,2015-11-16T21:31:00,W,D,D1,1041,6500,Black or African American,Male
8489-1697-6500,8489,Level 2 - Use of Force,2015-11-16T21:31:00,W,D,D1,1697,6500,Black or African American,Male
8582-1577-6536,8582,Level 2 - Use of Force,2015-11-23T01:50:00,E,E,E3,1577,6536,Black or African American,Male
8581-1847-6536,8581,Level 2 - Use of Force,2015-11-23T01:50:00,E,E,E3,1847,6536,Black or African American,Male
8583-2104-6536,8583,Level 2 - Use of Force,2015-11-23T01:50:00,E,E,E3,2104,6536,Black or African American,Male
9021-1871-6856,9021,Level 1 - Use of Force,2015-12-21T01:20:00,N,U,U1,1871,6856,White,Male
9060-2115-6130,9060,Level 1 - Use of Force,2015-12-27T15:26:00,E,E,E1,2115,6130,Black or African American,Male
8873-1252-6764,8873,Level 1 - Use of Force,2015-12-11T10:31:00,S,S,S3,1252,6764,Asian,Female
8989-1258-6840,8989,Level 1 - Use of Force,2015-12-19T16:12:00,SW,F,F2,1258,6840,White,Male
8677-1646-4747,8677,Level 1 - Use of Force,2015-12-01T09:51:00,N,J,J2,1646,4747,White,Female
8677-1646-6651,8677,Level 1 - Use of Force,2015-12-01T09:51:00,N,J,J2,1646,6651,,Male
8677-1646-6652,8677,Level 1 - Use of Force,2015-12-01T09:51:00,N,J,J2,1646,6652,,Male
8930-2133-6803,8930,Level 1 - Use of Force,2015-12-15T10:25:00,S,S,S2,2133,6803,Black or African American,Male
8814-1617-6731,8814,Level 1 - Use of Force,2015-02-08T05:30:00,E,C,C1,1617,6731,Black or African American,Female
8854-1815-6751,8854,Level 1 - Use of Force,2015-12-10T13:26:00,E,G,G1,1815,6751,Asian,Female
8855-1524-6751,8855,Level 1 - Use of Force,2015-02-10T13:25:00,E,G,G1,1524,6751,Asian,Female
8860-1673-6751,8860,Level 1 - Use of Force,2015-12-10T13:15:00,E,G,G1,1673,6751,Asian,Female
8886-1765-6779,8886,Level 2 - Use of Force,2015-12-13T00:30:00,W,M,M2,1765,6779,Black or African American,Male
8889-1824-6779,8889,Level 2 - Use of Force,2015-12-13T00:30:00,W,M,M2,1824,6779,Black or African American,Male
8978-2115-6828,8978,Level 1 - Use of Force,2015-12-18T13:45:00,E,C,C3,2115,6828,Black or African American,Female
8979-1561-6828,8979,Level 1 - Use of Force,2015-12-18T13:45:00,E,C,C3,1561,6828,Black or African American,Female
8984-1869-6830,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6830,Black or African American,Female
8984-1869-6831,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6831,Black or African American,Female
8984-1869-6832,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6832,,Female
8984-1869-6833,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6833,,Female
8984-1869-6834,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6834,Black or African American,Female
8984-1869-6835,8984,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1869,6835,,Male
8983-1812-2802,8983,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1812,2802,Black or African American,Male
8983-1812-6830,8983,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1812,6830,Black or African American,Female
8983-1812-6831,8983,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1812,6831,Black or African American,Female
8985-1793-2803,8985,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1793,2803,,Female
8985-1793-6832,8985,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1793,6832,,Female
8985-1793-6833,8985,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1793,6833,,Female
8990-1762-2803,8990,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1762,2803,,Female
8990-1762-6831,8990,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1762,6831,Black or African American,Female
8990-1762-6832,8990,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1762,6832,,Female
8990-1762-6841,8990,Level 1 - Use of Force,2015-12-18T21:26:00,E,G,G2,1762,6841,Black or African American,Male
9031-1815-6860,9031,Level 1 - Use of Force,2015-12-22T13:56:00,E,C,C2,1815,6860,Black or African American,Male
9035-1581-6867,9035,Level 1 - Use of Force,2015-12-22T13:55:00,E,C,C2,1581,6867,Black or African American,Male
